GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,RCPTOTI,ESTAB,ECTGE20,EMP,PAYANN,EMPAVPW,HOURS,PAYANPW,CSTMTOT,RCPTOT,VALADD,CEXTOT
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Percent estimated,Number of establishments,Establishments with 20 employees or more,Number of employees,"Annual payroll ($1,000)",Production workers average for year,"Production workers annual hours (1,000)","Production workers annual wages ($1,000)","Total cost of materials ($1,000)","Total value of shipments and receipts for services ($1,000)","Value added ($1,000)","Total capital expenditures ($1,000)"
0400000US01,01,Alabama,31-33,Manufacturing,2012,1,4283,1501,232650,11099489,175971,357518,7194937,79061668,124809759,45798257,4074287
0400000US01,01,Alabama,311,Food manufacturing,2012,2,261,110,31921,921136,26500,49069,650350,7804554,11300418,3555685,228405
0400000US01,01,Alabama,3111,Animal food manufacturing,2012,1,35,18,1335,58784,838,1768,34189,1276816,D,279586,19797
0400000US01,01,Alabama,31111,Animal food manufacturing,2012,1,35,18,1335,58784,838,1768,34189,1276816,D,279586,19797
0400000US01,01,Alabama,311111,Dog and cat food manufacturing,2012,0,4,3,f,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,311119,Other animal food manufacturing,2012,1,31,15,f,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3112,Grain and oilseed milling,2012,0,8,6,620,32887,479,1089,24603,1639887,D,318763,6820
0400000US01,01,Alabama,31121,Flour milling and malt manufacturing,2012,4,4,2,77,4836,55,118,3028,161569,D,33774,1793
0400000US01,01,Alabama,311211,Flour milling,2012,4,4,2,77,4836,55,118,3028,161569,D,33774,1793
0400000US01,01,Alabama,31122,Starch and vegetable fats and oils manufacturing,2012,0,4,4,543,28051,424,971,21575,1478318,D,284989,5027
0400000US01,01,Alabama,311224,Soybean and other oilseed processing,2012,0,3,3,e,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3113,Sugar and confectionery product manufacturing,2012,0,14,1,c,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,31135,Chocolate and chocolate confectionery manufacturing,2012,6,11,0,29,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,311352,Confectionery manufacturing from purchased chocolate,2012,6,11,0,29,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3114,Fruit and vegetable preserving and specialty food manufacturing,2012,3,5,3,g,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,31141,Frozen food manufacturing,2012,3,4,3,g,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,311412,Frozen specialty food manufacturing,2012,2,3,2,g,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3115,Dairy product manufacturing,2012,0,7,4,730,D,D,1060,D,244828,390136,145182,D
0400000US01,01,Alabama,31151,Dairy product (except frozen) manufacturing,2012,0,5,2,e,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3116,Animal slaughtering and processing,2012,2,74,43,22292,549220,19820,35340,436621,3296738,5233656,1980183,64600
0400000US01,01,Alabama,31161,Animal slaughtering and processing,2012,2,74,43,22292,549220,19820,35340,436621,3296738,5233656,1980183,64600
0400000US01,01,Alabama,311611,Animal (except poultry) slaughtering,2012,3,23,3,248,7329,D,345,5172,138447,170630,31811,1959
0400000US01,01,Alabama,311612,Meat processed from carcasses,2012,2,11,5,509,17675,421,797,10400,D,D,D,D
0400000US01,01,Alabama,311613,Rendering and meat byproduct processing,2012,4,6,3,240,11822,D,279,5915,D,D,D,D
0400000US01,01,Alabama,311615,Poultry processing,2012,2,34,32,21295,512394,19060,33919,415134,3000487,4794048,1837761,55517
0400000US01,01,Alabama,3117,Seafood product preparation and packaging,2012,1,17,7,787,20031,635,1071,10437,116146,164645,48530,3264
0400000US01,01,Alabama,31171,Seafood product preparation and packaging,2012,1,17,7,787,20031,635,1071,10437,116146,164645,48530,3264
0400000US01,01,Alabama,311710,Seafood product preparation and packaging,2012,1,17,7,787,20031,635,1071,10437,116146,164645,48530,3264
0400000US01,01,Alabama,3118,Bakeries and tortilla manufacturing,2012,0,78,14,1911,74040,1115,2167,36978,149261,D,217876,D
0400000US01,01,Alabama,31181,Bread and bakery product manufacturing,2012,0,71,12,1720,66076,986,1925,32942,D,317705,D,5458
0400000US01,01,Alabama,311811,Retail bakeries,2012,3,55,2,e,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,311812,Commercial bakeries,2012,0,15,10,1349,59800,788,1658,29367,114179,298314,183731,D
0400000US01,01,Alabama,31182,"Cookie, cracker, and pasta manufacturing",2012,3,6,2,c,7964,D,242,4036,D,D,D,D
0400000US01,01,Alabama,311824,"Dry pasta, dough, and flour mixes manufacturing from purchased flour",2012,0,4,1,b,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3119,Other food manufacturing,2012,2,23,14,2267,98554,1287,2592,41729,709454,D,368676,21759
0400000US01,01,Alabama,31191,Snack food manufacturing,2012,0,4,4,1233,49743,D,1265,20334,405874,D,166243,8349
0400000US01,01,Alabama,311911,Roasted nuts and peanut butter manufacturing,2012,0,3,3,e,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,31194,Seasoning and dressing manufacturing,2012,0,9,4,501,21712,351,687,10405,85687,D,67821,D
0400000US01,01,Alabama,311941,"Mayonnaise, dressing, and other prepared sauce manufacturing",2012,0,6,2,e,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,311942,Spice and extract manufacturing,2012,0,3,2,c,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,31199,All other food manufacturing,2012,0,7,5,c,D,181,D,D,D,D,D,5506
0400000US01,01,Alabama,311999,All other miscellaneous food manufacturing,2012,0,6,4,c,D,D,D,D,D,D,D,5506
0400000US01,01,Alabama,312,Beverage and tobacco product manufacturing,2012,1,31,9,1238,61384,653,1276,26266,614963,943497,329325,D
0400000US01,01,Alabama,3121,Beverage manufacturing,2012,1,30,8,g,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,31211,Soft drink and ice manufacturing,2012,1,19,8,1074,53473,521,1083,20364,D,D,D,17403
0400000US01,01,Alabama,312111,Soft drink manufacturing,2012,1,5,5,946,49368,469,998,18990,D,D,D,15478
0400000US01,01,Alabama,312113,Ice manufacturing,2012,1,13,3,c,4105,D,85,1374,D,D,D,1925
0400000US01,01,Alabama,31212,Breweries,2012,9,6,0,a,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,312120,Breweries,2012,9,6,0,a,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,31213,Wineries,2012,9,4,0,a,108,D,3,108,126,D,460,D
0400000US01,01,Alabama,312130,Wineries,2012,9,4,0,a,108,D,3,108,126,D,460,D
0400000US01,01,Alabama,313,Textile mills,2012,2,33,16,2502,84730,2118,4235,61912,510153,816102,309883,14106
0400000US01,01,Alabama,3131,"Fiber, yarn, and thread mills",2012,2,8,7,1251,40705,1151,2275,33220,349569,472772,129467,10431
0400000US01,01,Alabama,31311,"Fiber, yarn, and thread mills",2012,2,8,7,1251,40705,1151,2275,33220,349569,472772,129467,10431
0400000US01,01,Alabama,313110,"Fiber, yarn, and thread mills",2012,2,8,7,1251,40705,1151,2275,33220,349569,472772,129467,10431
0400000US01,01,Alabama,3132,Fabric mills,2012,2,15,7,1167,41158,900,1838,27007,131140,D,175878,3640
0400000US01,01,Alabama,31321,Broadwoven fabric mills,2012,2,8,4,884,31360,684,D,D,95401,236696,141296,D
0400000US01,01,Alabama,313210,Broadwoven fabric mills,2012,2,8,4,884,31360,684,D,D,95401,236696,141296,D
0400000US01,01,Alabama,31322,Narrow fabric mills and schiffli machine embroidery,2012,0,4,2,203,6572,D,314,5203,D,D,15985,D
0400000US01,01,Alabama,313220,Narrow fabric mills and schiffli machine embroidery,2012,0,4,2,203,6572,D,314,5203,D,D,15985,D
0400000US01,01,Alabama,3133,Textile and fabric finishing and fabric coating mills,2012,0,10,2,84,2867,67,122,1685,29444,D,4538,35
0400000US01,01,Alabama,31331,Textile and fabric finishing mills,2012,0,9,2,b,D,D,D,D,D,D,D,35
0400000US01,01,Alabama,313310,Textile and fabric finishing mills,2012,0,9,2,b,D,D,D,D,D,D,D,35
0400000US01,01,Alabama,314,Textile product mills,2012,2,107,25,4426,139149,3639,7058,95694,631660,900070,282773,8674
0400000US01,01,Alabama,3141,Textile furnishings mills,2012,3,37,9,3090,97273,2577,5067,66915,378022,563862,203544,5353
0400000US01,01,Alabama,31411,Carpet and rug mills,2012,3,4,4,2513,79921,2151,4309,56369,320605,D,149270,4450
0400000US01,01,Alabama,314110,Carpet and rug mills,2012,3,4,4,2513,79921,2151,4309,56369,320605,D,149270,4450
0400000US01,01,Alabama,31412,Curtain and linen mills,2012,1,33,5,578,17352,427,758,10546,57417,D,54274,903
0400000US01,01,Alabama,314120,Curtain and linen mills,2012,1,33,5,578,17352,427,758,10546,57417,D,54274,903
0400000US01,01,Alabama,3149,Other textile product mills,2012,0,70,16,1336,41876,1062,1991,28779,253638,336208,79229,3321
0400000US01,01,Alabama,31491,Textile bag and canvas mills,2012,0,20,6,264,7467,204,393,4598,12372,30810,19274,1410
0400000US01,01,Alabama,314910,Textile bag and canvas mills,2012,0,20,6,264,7467,204,393,4598,12372,30810,19274,1410
0400000US01,01,Alabama,31499,All other textile product mills,2012,0,50,10,1073,34409,859,1598,24181,241266,305398,59955,1911
0400000US01,01,Alabama,314994,"Rope, cordage, twine, tire cord, and tire fabric mills",2012,0,6,2,231,9762,200,354,D,D,D,D,D
0400000US01,01,Alabama,314999,All other miscellaneous textile product mills,2012,0,44,8,842,24647,659,1244,D,D,D,D,D
0400000US01,01,Alabama,315,Apparel manufacturing,2012,0,45,16,2260,53983,1877,3421,39088,115903,311515,195491,6780
0400000US01,01,Alabama,3151,Apparel knitting mills,2012,0,21,7,949,D,D,1688,D,D,D,D,3993
0400000US01,01,Alabama,31511,Hosiery and sock mills,2012,0,20,7,f,23742,D,1687,21135,D,D,D,3993
0400000US01,01,Alabama,315110,Hosiery and sock mills,2012,0,20,7,f,23742,D,1687,21135,D,D,D,3993
0400000US01,01,Alabama,3152,Cut and sew apparel manufacturing,2012,0,22,9,g,29982,998,1728,17766,D,D,D,2786
0400000US01,01,Alabama,31521,Cut and sew apparel contractors,2012,2,10,6,f,17626,D,D,D,D,D,D,D
0400000US01,01,Alabama,315210,Cut and sew apparel contractors,2012,2,10,6,f,17626,D,D,D,D,D,D,D
0400000US01,01,Alabama,31522,Men's and boys' cut and sew apparel manufacturing,2012,0,7,3,461,12027,318,524,D,D,D,D,D
0400000US01,01,Alabama,315220,Men's and boys' cut and sew apparel manufacturing,2012,0,7,3,461,12027,318,524,D,D,D,D,D
0400000US01,01,Alabama,31524,"Women's, girls', and infants' cut and sew apparel manufacturing",2012,1,3,0,a,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,315240,"Women's, girls', and infants' cut and sew apparel manufacturing",2012,1,3,0,a,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,316,Leather and allied product manufacturing,2012,5,14,0,63,1672,47,71,1181,2703,5763,3103,D
0400000US01,01,Alabama,3169,Other leather and allied product manufacturing,2012,4,13,0,b,D,D,69,D,D,D,D,D
0400000US01,01,Alabama,31699,Other leather and allied product manufacturing,2012,4,13,0,b,D,D,69,D,D,D,D,D
0400000US01,01,Alabama,316998,All other leather good and allied product manufacturing,2012,4,12,0,60,1564,D,68,D,D,D,D,D
0400000US01,01,Alabama,321,Wood product manufacturing,2012,2,351,153,13194,463295,11182,22900,346143,1990568,3136654,1147199,109646
0400000US01,01,Alabama,3211,Sawmills and wood preservation,2012,3,111,53,4447,179084,3791,8240,141884,896888,1308306,411537,58225
0400000US01,01,Alabama,32111,Sawmills and wood preservation,2012,3,111,53,4447,179084,3791,8240,141884,896888,1308306,411537,58225
0400000US01,01,Alabama,321113,Sawmills,2012,2,86,40,3637,142531,3179,6842,116983,555816,875486,320920,34122
0400000US01,01,Alabama,321114,Wood preservation,2012,5,25,13,811,36553,613,1398,24901,341072,432820,90617,24103
0400000US01,01,Alabama,3212,"Veneer, plywood, and engineered wood product manufacturing",2012,1,48,24,2207,85041,1808,3825,58665,358030,606946,250816,22256
0400000US01,01,Alabama,32121,"Veneer, plywood, and engineered wood product manufacturing",2012,1,48,24,2207,85041,1808,3825,58665,358030,606946,250816,22256
0400000US01,01,Alabama,321211,Hardwood veneer and plywood manufacturing,2012,0,10,7,491,14927,438,851,11897,23654,D,36158,6835
0400000US01,01,Alabama,321212,Softwood veneer and plywood manufacturing,2012,0,6,4,664,28300,D,1415,D,91286,166462,77120,5560
0400000US01,01,Alabama,321213,Engineered wood member (except truss) manufacturing,2012,1,5,2,311,11846,256,455,8048,24816,D,24769,D
0400000US01,01,Alabama,321214,Truss manufacturing,2012,1,17,5,277,8641,D,322,D,61776,D,14465,D
0400000US01,01,Alabama,321219,Reconstituted wood product manufacturing,2012,1,10,6,465,21327,364,782,13114,156498,253646,98304,8338
0400000US01,01,Alabama,3219,Other wood product manufacturing,2012,1,192,76,6540,199170,5583,10835,145594,735650,1221402,484846,29165
0400000US01,01,Alabama,32191,Millwork,2012,2,83,32,2340,76273,1926,3947,52845,309617,491909,181695,13699
0400000US01,01,Alabama,321911,Wood window and door manufacturing,2012,1,28,9,747,23203,594,1120,15374,76683,131739,54465,3659
0400000US01,01,Alabama,321912,"Cut stock, resawing lumber, and planing",2012,1,37,16,932,30098,788,1662,21495,160007,239379,79306,4517
0400000US01,01,Alabama,321918,Other millwork (including flooring),2012,5,18,7,662,22972,545,1165,15976,72927,120791,47924,5523
0400000US01,01,Alabama,32192,Wood container and pallet manufacturing,2012,2,54,17,1063,29339,869,1737,20845,78816,141456,63764,4340
0400000US01,01,Alabama,321920,Wood container and pallet manufacturing,2012,2,54,17,1063,29339,869,1737,20845,78816,141456,63764,4340
0400000US01,01,Alabama,32199,All other wood product manufacturing,2012,1,55,27,3137,93558,2788,5151,71904,347217,588037,239387,11126
0400000US01,01,Alabama,321991,Manufactured home (mobile home) manufacturing,2012,1,17,14,2316,66106,2103,3858,52168,216263,362549,146866,8054
0400000US01,01,Alabama,321992,Prefabricated wood building manufacturing,2012,3,14,2,160,5040,111,207,2960,45717,59550,14395,298
0400000US01,01,Alabama,321999,All other miscellaneous wood product manufacturing,2012,0,24,11,661,22412,574,1086,16776,85237,165938,78126,2774
0400000US01,01,Alabama,322,Paper manufacturing,2012,0,63,50,11073,783657,8847,19398,590776,3903375,8384745,4492125,328632
0400000US01,01,Alabama,3221,"Pulp, paper, and paperboard mills",2012,0,17,16,8325,650904,6639,14870,498336,3109823,7282543,4187851,286861
0400000US01,01,Alabama,32212,Paper mills,2012,0,6,6,4369,331432,3616,7979,264888,1510303,3569256,2055986,123076
0400000US01,01,Alabama,322121,Paper (except newsprint) mills,2012,0,6,6,4369,331432,3616,7979,264888,1510303,3569256,2055986,123076
0400000US01,01,Alabama,32213,Paperboard mills,2012,0,9,8,h,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,322130,Paperboard mills,2012,0,9,8,h,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3222,Converted paper product manufacturing,2012,1,46,34,2747,132753,2207,4528,92440,793552,1102202,304274,41771
0400000US01,01,Alabama,32221,Paperboard container manufacturing,2012,0,33,28,2211,105754,1771,3612,72285,659474,883356,218992,37438
0400000US01,01,Alabama,322211,Corrugated and solid fiber box manufacturing,2012,0,17,16,1092,53099,845,1707,35522,424374,593824,168174,14687
0400000US01,01,Alabama,322212,Folding paperboard box manufacturing,2012,3,8,6,766,35920,654,1353,26585,143592,D,7968,21302
0400000US01,01,Alabama,322219,Other paperboard container manufacturing,2012,0,8,6,353,16735,272,552,10178,91508,D,42850,1449
0400000US01,01,Alabama,32222,Paper bag and coated and treated paper manufacturing,2012,3,6,3,e,13166,D,D,D,D,D,D,D
0400000US01,01,Alabama,322220,Paper bag and coated and treated paper manufacturing,2012,3,6,3,e,13166,D,D,D,D,D,D,D
0400000US01,01,Alabama,32229,Other converted paper product manufacturing,2012,0,5,2,202,D,D,D,D,41498,D,29467,D
0400000US01,01,Alabama,322299,All other converted paper product manufacturing,2012,0,5,2,202,D,D,D,D,41498,D,29467,D
0400000US01,01,Alabama,323,Printing and related support activities,2012,2,343,38,3565,133264,2356,4337,73846,159804,427283,267398,12544
0400000US01,01,Alabama,3231,Printing and related support activities,2012,2,343,38,3565,133264,2356,4337,73846,159804,427283,267398,12544
0400000US01,01,Alabama,32311,Printing,2012,2,333,38,3512,131169,2322,4278,72768,158899,421610,262627,12399
0400000US01,01,Alabama,323111,Commercial printing (except screen and books),2012,1,244,32,2660,107010,1685,3175,57404,138707,D,223013,10608
